Date,Open,Volume
6/1/2011,1345.199951,4241090000
7/1/2011,1320.640015,3796930000
8/1/2011,1292.589966,4967390000
9/1/2011,1219.119995,4780410000
10/3/2011,1131.209961,5670340000
11/1/2011,1251,5645540000
12/1/2011,1246.910034,3818680000
1/3/2012,1258.859985,3943710000
2/1/2012,1312.449951,4504360000
3/1/2012,1365.900024,3919240000
4/2/2012,1408.469971,3572010000
5/1/2012,1397.859985,3807950000
6/1/2012,1309.869995,4669350000
7/2/2012,1362.329956,3301650000
8/1/2012,1379.319946,4440920000
9/4/2012,1406.540039,3200310000
10/1/2012,1440.900024,3505080000
11/1/2012,1412.199951,3929890000
12/3/2012,1416.339966,3074280000
1/2/2013,1426.189941,4202600000
2/1/2013,1498.109985,3836320000
3/1/2013,1514.680054,3695610000
4/1/2013,1569.180054,2753110000
5/1/2013,1597.550049,3530320000
6/3/2013,1631.709961,3952070000
7/1/2013,1609.780029,3104690000
8/1/2013,1689.420044,3775170000
9/3/2013,1635.949951,3731610000
10/1/2013,1682.410034,3238690000
11/1/2013,1758.699951,3686290000
12/2/2013,1806.550049,3095430000
1/2/2014,1845.859985,3080600000
2/3/2014,1782.680054,4726040000
3/3/2014,1857.680054,3428220000
4/1/2014,1873.959961,3336190000
5/1/2014,1884.390015,3416740000
6/2/2014,1923.869995,2509020000
7/1/2014,1962.290039,3188240000
8/1/2014,1929.800049,3789660000
9/2/2014,2004.069946,2819980000
10/1/2014,1971.439941,4188590000
11/3/2014,2018.209961,3555440000
12/1/2014,2065.780029,4159010000
1/2/2015,2058.899902,2708700000
2/2/2015,1996.670044,4008330000
3/2/2015,2105.22998,3409490000
4/1/2015,2067.629883,3543270000
5/1/2015,2087.379883,3379390000
6/1/2015,2108.639893,3011710000
7/1/2015,2067,3727260000
8/3/2015,2104.48999,3476770000
9/1/2015,1970.089966,4371850000
10/1/2015,1919.650024,3983600000
11/2/2015,2080.76001,3760020000
12/1/2015,2082.929932,3712120000
1/4/2016,2038.199951,4304880000
2/1/2016,1936.939941,4322530000
3/1/2016,1937.089966,4819750000
4/1/2016,2056.620117,3749990000
5/2/2016,2067.169922,3841110000
6/1/2016,2093.939941,3525170000
7/1/2016,2099.340088,3458890000
8/1/2016,2173.149902,3505990000
9/1/2016,2171.330078,3392120000
10/3/2016,2164.330078,3113850000
11/1/2016,2128.679932,4539190000
12/1/2016,2200.169922,5067470000
1/3/2017,2251.570068,3773010000
2/1/2017,2285.590088,3919190000
3/1/2017,2380.129883,4347630000
4/3/2017,2362.340088,3418730000
5/1/2017,2388.5,3201500000
6/1/2017,2415.649902,3860620000
7/3/2017,2431.389893,1901480000
8/1/2017,2477.100098,3470260000
9/1/2017,2474.419922,2712780000
10/2/2017,2521.199951,3226370000
11/1/2017,2583.209961,3841200000
12/1/2017,2645.100098,3950930000
1/2/2018,2683.72998,3397430000
2/1/2018,2816.449951,3977380000
3/1/2018,2715.219971,4514490000
4/2/2018,2633.449951,3635780000
5/1/2018,2642.959961,3562820000
6/1/2018,2718.699951,3694310000
7/2/2018,2704.949951,3095040000
8/1/2018,2821.169922,3501350000
9/4/2018,2896.959961,3087420000
10/1/2018,2926.290039,3375890000
11/1/2018,2717.580078,4730250000
12/3/2018,2790.5,4221580000
1/2/2019,2476.959961,3733160000
2/1/2019,2702.320068,3782490000
3/1/2019,2798.219971,3994950000
4/1/2019,2848.629883,3560090000
5/1/2019,2952.330078,3669330000
6/3/2019,2751.530029,3952360000
7/1/2019,2971.409912,3524860000
8/1/2019,2980.320068,4793810000
9/3/2019,2909.01001,3427830000
10/1/2019,2983.689941,3560750000
11/1/2019,3050.719971,3956290000
12/2/2019,3143.850098,3285750000
1/2/2020,3244.669922,3459930000
2/3/2020,3235.659912,3760460000
3/2/2020,2974.280029,6381330000
4/1/2020,2498.080078,5964000000
5/1/2020,2869.090088,4759810000
6/1/2020,3038.780029,4684170000
7/1/2020,3105.919922,4449230000
8/3/2020,3288.26001,4438940000
9/1/2020,3507.439941,4101490000
10/1/2020,3385.870117,4076340000
11/2/2020,3296.199951,4314690000
12/1/2020,3645.870117,5418480000
1/4/2021,3764.610107,5015000000
2/1/2021,3731.169922,5436230000
3/1/2021,3842.51001,5114820000
4/1/2021,3992.780029,4162130000
5/3/2021,4191.97998,4070220000
6/1/2021,4216.52002,5074670000
7/1/2021,4300.72998,3788230000
8/2/2021,4406.859863,3724090000
9/1/2021,4528.799805,4057340000
10/1/2021,4317.160156,4010370000
11/1/2021,4610.620117,3971540000
12/1/2021,4602.819824,5366730000
1/3/2022,4778.140137,3831020000
2/1/2022,4519.569824,4816830000
3/1/2022,4363.140137,5846230000
4/1/2022,4540.319824,4562940000
5/2/2022,4130.609863,5163790000
6/1/2022,4149.779785,4531800000
7/1/2022,3781,4046950000
8/1/2022,4112.379883,4202810000
9/1/2022,3936.72998,4152250000
10/3/2022,3609.780029,4806680000
11/1/2022,3901.790039,4481210000
12/1/2022,4087.139893,4527130000
1/3/2023,3853.290039,3959140000
2/1/2023,4070.070068,4856930000
3/1/2023,3963.340088,4249480000
4/3/2023,4102.200195,4234700000
5/1/2023,4166.790039,3321370000
6/1/2023,4183.029785,4391860000
7/3/2023,4450.47998,2034280000
8/1/2023,4578.830078,4042370000
9/1/2023,4530.600098,3246260000
10/2/2023,4284.52002,3938660000
11/1/2023,4201.27002,4224900000
